"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60"
"I311"," 12.40852"," -8.893673684","  4.5452947","-0.42569911"," 1.443551039"," 2.396640553"," 0.870379990","-1.468331223"," 0.29293315","-0.502214100","-1.092080205"," 3.582588530"," 0.223987460"," 0.943273008"," 2.14346367"," 0.472478840","-0.897573370","-3.300498059","-1.469013623","  2.129426669"," 3.3529068410"," 0.898808133","-0.814928001"," 3.645354643","  2.01573798"," 0.072813525","-0.880072253"," 2.160535450"," 1.982365082"," 5.511621623"," 3.99626447"," 2.91203846"," 2.62658684","-1.76524800","-0.529083950","-1.917973950"," 4.140924109"," 0.4620493357","-2.27458680","-4.81062001"," 5.87947302","-1.3742625140"," 0.477347990"," 4.452382883"," 3.38907611","-4.612302767"," 0.817888579","-4.279173496"," 0.7949106782"," 4.624440882"," 3.920480176"," 3.6892241276","-2.545298907"," 4.924107826","-2.39873263"," 1.08384038","-1.206087967"," 0.159999926","-0.14923081","-1.33596939"
"I110"," 13.78932","  2.412503991"," -2.4937297","-0.05359635"," 3.554403607"," 2.800918107"," 0.137298407"," 0.597591268","-1.80033892"," 0.820640019","-0.493866279"," 2.156533667","-0.583285041"," 0.496954439","-0.65420876"," 1.909651580","-0.442768269"," 0.733934431","-0.558088757","  0.858550987"," 0.5148043846"," 0.121924788","-0.513755213"," 1.534231999","  0.06465033","-0.439543357"," 0.322745242"," 1.080790550"," 0.902209692","-1.027528095","-0.45805391"," 0.80486655"," 0.19276079","-0.98985732","-0.630435409","-1.952554939","-0.493058279","-1.1128453683"," 0.89769925","-0.46840072","-1.41696705","-0.8153439907"," 1.318085651","-1.665335640","-0.23762226"," 0.268795578"," 0.980514573","-0.948387610"," 0.1968044667","-1.067666896","-0.223016113"," 0.9834505574","-0.669303095"," 0.783456731","-0.24153971"," 1.29022780","-0.502296151"," 0.844408726"," 0.71707003","-2.18697861"
"I504","-13.37892","  5.326650633","  8.2498032","-2.14162285","-4.405163023","-2.500482561","-1.593330031","-1.715418400"," 0.73548587"," 1.606907936"," 0.187506824"," 1.250928656","-1.516762883","-2.010695970","-0.37015349"," 1.833084363"," 0.730581221","-0.133788214"," 0.289022939"," -0.376418249","-0.6802632108","-1.823096352","-1.873277673","-1.365114754"," -0.44173469"," 0.129814896"," 0.631511007","-0.566860723"," 0.035797249"," 1.676983332","-0.48357761"," 0.06180951","-2.56400774"," 1.22135371","-0.139720185"," 0.966940248"," 0.584585062"," 1.1307040534","-0.46960340","-0.63184175"," 0.81540319","-1.6075707309"," 1.255976312","-1.095864589","-0.12893092"," 0.844413086","-0.327244106","-0.309812713"," 0.7772996497","-0.198079417"," 0.033898754"," 1.3158052391","-0.377484984"," 0.239324295"," 0.83726722","-1.13829907"," 1.257893016","-0.583024896"," 0.39264512"," 0.50630365"
"I254"," 13.60969"," -0.058119156","  7.4385494"," 0.08707479","-1.165688611"," 2.420721287"," 1.064054317","-0.817993042","-3.34629752"," 1.615880818"," 0.684310607","-1.904093255"," 1.621654984"," 1.665794113"," 0.09192938","-0.005965579","-0.581828887","-1.059239220"," 1.388026212","  0.054170423"," 2.7690719651"," 0.209265856"," 1.359043165","-0.810260738"," -0.23774728"," 0.428674538","-0.365136836","-1.959451796","-0.934633071"," 2.772366597"," 0.85416583","-0.36063626","-0.92013836"," 0.74777782","-1.450858221"," 2.820980389"," 1.367935480","-0.3248590992"," 2.40372585","-0.28417917","-1.23077145","-3.0675490396"," 0.515957726"," 1.812110098","-3.24856716"," 1.120285672","-1.911740920","-0.503127628","-0.4176786451","-1.609017993","-1.903608611","-0.4026249448","-2.065524964","-0.387264034","-0.68041750","-1.80889248"," 3.208808665","-4.208647887","-2.86473284"," 1.41249753"
"I230"," 13.27163"," -7.955012000","  6.4422937"," 3.31137652","-1.184853893","-1.796845732","-0.532455157"," 0.511006982"," 1.25513034","-0.774037572"," 0.999806147","-0.097559793","-1.151583725","-0.648962996","-0.38718585"," 0.696842285"," 0.478142047","-0.356035510","-0.093455545"," -0.998299376"," 0.8178177902","-1.820866153","-0.961316343","-0.195960204"," -0.04271805","-0.741008688","-1.447051831","-1.272542808"," 0.257625147","-1.072991122","-1.72878438"," 1.30719061","-0.82950763"," 1.34988721","-0.357555112"," 0.838658223","-0.317676585","-0.5952918940"," 0.31642727","-1.00982594"," 0.97747900","-0.4196731720"," 0.795268429","-0.102442674"," 0.40719124"," 0.311697443","-0.889863288"," 0.306333093","-1.6258759895"," 0.518951036"," 0.750681704"," 0.4939683580","-0.467958207"," 1.439399546"," 1.72259354"," 0.27544705","-0.722838372"," 0.435554640"," 0.64791180"," 3.05332964"
"I376"," 12.77434","  7.592433015"," -0.5659856","-0.94180724"," 3.453754389","-1.820996534"," 0.986324248","-1.227099344","-0.80088869"," 0.164273621"," 2.737033738","-0.875558857"," 2.265028735"," 1.382754540"," 0.01078897","-1.759377819"," 0.724074524"," 1.539457415","-0.235655114","  2.612962681","-0.1872356341"," 1.603637149"," 0.049912013","-0.797196431","  0.02160173"," 1.182985131"," 0.957853474","-0.172264397","-0.075805620"," 0.023948851","-0.35372287"," 0.23443180","-1.32325881","-0.20635660"," 0.403023204","-0.902389607","-0.060919090","-0.5104668948","-0.30329790"," 2.52189925"," 0.86085139"," 0.2162396187"," 1.908748170"," 1.331802606","-0.39180229","-1.418504104"," 0.450238644","-0.562725999","-0.4705872972","-0.427353761","-1.110972239"," 1.5884305762","-1.310659266","-1.068460277","-1.38386540"," 0.55748412"," 0.391698188"," 1.347442704","-0.82464549","-1.35426417"
"I454","-15.14088"," -6.130084383","  1.1463220","-2.80249807"," 3.239319405"," 0.102937607","-4.422244018"," 1.247509743","-3.20829800","-1.991902801","-2.662763744","-1.315880778"," 2.122376847"," 1.083978320"," 2.57080539"," 0.692676247"," 2.563432696","-0.109211795"," 2.466789239","  3.536757214","-1.7093823474"," 0.322834683"," 3.580665510","-3.194549573"," -0.95164010"," 0.760614907","-0.091312278","-2.576385167","-4.504645560"," 0.446464280"," 7.17464422","-7.33837180","-6.89833786","-1.16055524","-5.150265841","-0.960736269"," 2.224708489","-1.3569831557"," 1.91752990","-2.06852285"," 1.73018135"," 4.9601887537"," 0.120296339"," 1.482335463","-2.15973305"," 1.599300982","-2.747077561","-3.470051413","-3.6214043137"," 7.656561166"," 3.599235126"," 0.7748919025","-2.927752535","-0.796517484"," 3.54645963","-0.06172543"," 1.858924322"," 2.773247951","-0.13730468","-0.16508992"
"I035"," 14.53745"," -1.471750967"," -3.9734986"," 2.06339901"," 3.084260533","-0.001319886"," 2.741482501"," 0.405266577","-0.86024903","-1.202793662","-1.451865281"," 0.161062623","-3.139492101","-0.300181861"," 0.63684611"," 0.567930561","-0.465348809"," 2.146647428"," 1.157896753"," -0.766615355","-0.2397326754"," 2.962386746"," 0.124336791"," 0.130961060"," -0.86442101"," 2.072190410"," 0.999228863"," 0.635622577"," 0.347408852","-2.556039456"," 0.62101863","-1.00611581"," 0.74855492","-2.73724285","-3.410539036"," 0.889016785"," 2.643800312","-3.3177416359","-2.78544416","-2.91912168","-3.93996411"," 0.5321834335"," 3.241984677"," 0.053043981","-2.12390089"," 2.395700480","-0.003141891"," 4.875544333"," 3.4123094878","-0.937198070","-0.967221152"," 3.2111188856"," 0.784890870"," 1.876840449"," 1.30128170"," 0.78026243","-2.020682071"," 0.117276729"," 0.06363814"," 2.55364917"
"I096"," 13.24661"," -0.541691092","  0.6568909","-6.83366109"," 2.643786153"," 0.089675323","-0.233633207","-2.134180943","-4.25197011"," 1.209231562"," 0.599896569"," 0.422765547","-3.123289992"," 2.291928877"," 2.67697612","-1.356796645"," 1.285064568"," 1.065311185"," 0.196431643","  1.391785615","-2.0596684010"," 3.589784007"," 1.628386772"," 0.793498122","  2.28844025"," 1.380906568"," 1.618205323","-1.546960995"," 0.392864088"," 1.556758843","-1.37490815","-2.91627090"," 2.46294910"," 1.66358422"," 1.644630837"," 1.363235777"," 0.454179538"," 0.2483439191"," 1.43721713"," 1.24061874","-0.25688326","-3.0766819322"," 0.537341715","-2.611700916","-0.95627855","-2.551900949","-0.164056507"," 0.154615127","-0.9747427826","-1.328073562"," 1.550116110"," 1.7443776443"," 2.818285861"," 0.989631833","-0.50613886","-0.60629882"," 0.690847292","-0.100762984"," 1.04275457","-0.36853437"
"I115","-14.74767","  4.274155391"," -5.2024485","-1.31401467"," 2.673205293"," 4.244648471"," 1.941045661","-0.798058651"," 2.49266495","-1.226734365"," 0.596443269"," 0.641453359","-0.763053168","-0.768930417"," 0.17313257","-0.253335715","-0.240913361","-0.722577845"," 1.930014145"," -1.009273046"," 1.3668481423","-0.562572283"," 1.990615582","-0.665874001","  1.27939466"," 0.669708714","-3.358955542","-2.613949493","-0.959833410"," 1.678688663"," 0.23375488","-0.57141858","-0.63626830","-0.02187855"," 1.137598011"," 3.064607038"," 1.682868702","-0.6273841817"," 0.11500316","-0.62255820"," 3.25972251"," 0.0088793618","-0.228733711"," 0.789864140","-0.32505604"," 2.075830421"," 0.469786532"," 1.708587704"," 0.5619084956","-4.597558975"," 0.956096812"," 0.0377434281","-2.544815709"," 2.155684922"," 1.85229117","-0.96202718","-0.410985399"," 1.553449214"," 0.28214977"," 0.65064037"
"I382"," 10.82627","  7.799225550","  9.2013378"," 0.82363778","10.835783959","-0.975945989","-9.707632737","10.126168087"," 3.55244219","20.129211976"," 1.828068878","-7.240460399"," 2.848506702","-4.548673803"," 4.89295019","-1.178763890","-3.278375279","-3.977777262","-0.219973690"," -3.353810426"," 1.5593854465"," 5.158963393"," 0.190526419"," 3.032768705","  0.22156815"," 4.324897923","-0.965613710","-0.945276777"," 0.531390326","-0.940252253"," 1.01684707"," 0.30253150"," 1.86279621","-0.60837035"," 0.325639357","-0.263363547","-1.723579308"," 1.1842516452","-0.61117379","-2.29509628"," 0.17298753"," 1.7667850793","-0.900451782","-2.144180191"," 0.62525587","-2.320214957","-1.688878894","-0.609725703"," 0.6360413278","-1.159959310"," 0.128246231","-1.0535287841","-1.118955085","-0.665695317"," 1.43609891","-0.45216873"," 0.621443450","-0.264562378","-0.13241700"," 0.38201429"
"I443"," 13.79225","  6.712447520","  6.5161507"," 4.25820502","-0.478435889","-3.796515493","-0.835950681","-2.927452965"," 3.49935485"," 1.887777953","-0.924683335"," 4.672326938"," 1.969154260"," 1.067449701"," 1.17852612"," 2.444087364"," 2.197830442"," 0.526938678"," 5.964951841","  0.864442639","-2.0388394202","-0.842904188"," 5.631519232"," 3.476608603"," -1.08938254","-0.829676790","-3.159758481"," 2.421553160"," 3.614423113","-2.042795697"," 0.56493873","-0.56717805","-0.28951937"," 0.60694397"," 1.775217827"," 0.744548423"," 0.824327180"," 1.2741693918","-1.06600886"," 0.03501065","-0.86957619"," 0.2381434273","-1.365689684","-1.416921043","-0.44410899"," 0.218045323"," 0.903278158","-0.466408335"," 0.3712891355","-0.587756296","-0.528320891"," 0.1495805232"," 1.398355547","-0.426133610","-1.43537573"," 0.24958835"," 0.558420239","-0.333423418","-0.86432531","-0.07311740"
"I481"," 13.38446","  2.050999677","  3.5441204","-3.58273647"," 2.958944310","-0.442290192","-2.226132081"," 0.910578333"," 1.37601918","-1.731022889"," 0.464290499","-0.412801083"," 0.670030329"," 0.524423967","-1.74400144","-1.613626515","-0.092237030"," 1.662828622"," 0.633590539","  0.981161669"," 1.2691210466","-2.002487732"," 3.111099949"," 0.376132161","  4.49834094"," 0.909189029"," 0.042436755","-1.602841455"," 2.714622397"," 1.066576923","-2.08898892"," 0.20692076","-1.04552405","-2.81475665"," 0.566313905"," 2.782262463","-2.173384310"," 0.8982813585"," 2.36813286","-2.65547700"," 0.68257828","-4.9382203460"," 0.572073818"," 0.911834119","-2.15945543","-0.579070285","-1.167794912"," 2.583691140"," 2.4851128076"," 2.189915037"," 2.356130020","-2.0919217680","-2.009589538","-0.807770724","-0.13049079","-1.82509999"," 0.635442384"," 4.559415391","-1.15208455","-0.96256570"
"I045","-13.84442","  2.454690103","  3.5503699","-4.18142125","-1.094109977","-0.965921405"," 1.347435439"," 4.550884313"," 2.79215888","-1.219274251"," 1.381939313"," 0.960379110","-1.243764874","-4.180071303","-0.98308732","-1.835592509","-0.310762845","-0.132807043"," 1.384177781","  1.713101850"," 1.6041191856","-0.567445727","-0.334928579"," 0.496264605","  1.60062073","-2.157331438"," 1.646993316"," 1.517361300"," 3.844607070"," 2.024433860","-0.02155555"," 0.24268166","-0.12151236"," 1.09101203","-0.904500340","-2.636738585"," 0.069504307","-0.6951648269","-1.83975312"," 0.89390020"," 0.94115871"," 1.4648492330","-0.846449644"," 1.648035115","-2.68577556","-1.114173392"," 0.534238598","-2.554434911","-0.4620370128"," 2.227684606","-4.453302012","-1.2115301863","-0.660721810","-0.086618616"," 0.90168574"," 0.86431880","-1.190242469","-0.934687335"," 1.96750267"," 1.26347583"
"I267","-14.19250","-10.572924637","  8.0669980"," 0.70645369"," 1.914171953","-4.030070925","-1.113148268","-4.381820112"," 2.06390699","-0.721392834"," 2.971555161","-1.599228030"," 0.386470041","-1.728040727","-1.87929237","-0.590471271","-0.297859903"," 0.049090734","-0.062921425"," -0.569481684"," 0.4700833328","-1.800136182","-1.540358828"," 0.868502945"," -1.31009728","-2.371955344","-0.695220536"," 1.341841531"," 0.283180397"," 1.982917311"," 1.23518118"," 1.59866414"," 0.59296163"," 1.67547241"," 0.275215920","-0.015188737"," 0.016396083","-0.3478392046","-0.96604545","-1.52404101"," 0.96240583"," 1.1094604308","-1.025138204","-1.082484453","-0.25194297"," 1.273808145","-0.133595420"," 1.253648355"," 1.4642318975","-0.625505110","-1.049974558"," 0.4203372911"," 0.583637433","-0.811565248"," 0.71961114"," 0.42708474"," 1.944418354","-0.126123258","-0.44187676"," 0.30505697"
"I255"," 13.21712","  3.021679960"," -3.1667877"," 3.26279456","-3.447285070","-0.394520863","-0.255854701","-1.218520250"," 0.05824930"," 3.646897521"," 0.820779107","-2.171743451"," 0.118777744"," 3.228759953","-0.93883348"," 4.146099804","-3.813244214"," 1.132854171"," 1.365463518","  0.076939866","-1.1173773207","-0.018261382","-3.826418192","-2.993598287","  1.33859936","-2.330715658"," 2.167645941"," 0.164325271"," 1.026231288","-0.294945210"," 3.42499533","-0.13499343"," 0.48448478","-3.22418734"," 2.706534153"," 2.242648512"," 1.541541425","-0.2931020134","-1.68656183"," 1.81567609"," 0.13599984","-0.7330901186","-1.496883037"," 0.730684324","-0.76241247","-0.070815505"," 0.801449779","-1.158541832"," 0.2435289569"," 1.234190164"," 0.735492482","-1.5934020010","-0.433085993"," 1.461486607","-0.46989632"," 1.35635565","-0.543730939"," 1.776695781","-1.07561455"," 0.06094510"
"I492"," 13.16571","  2.357589642"," -3.0346692","-0.15447472","-0.982176742","-1.910067012"," 0.242613831","-0.905649053"," 0.92130327"," 1.387917326"," 4.085361105"," 4.090184616","-0.553050590"," 0.968433250","-0.01780395","-1.744357326"," 1.400581231","-1.412156601","-1.076457191"," -1.239873176","-3.6535873233","-0.676556017","-1.446731839","-5.549084775"," -2.21017439"," 4.164047630","-6.995571748"," 0.380987367","-2.943641316"," 2.840779157"," 0.59548644","-1.89947088"," 3.05507652","-3.29430819","-1.260061417","-1.039963223","-0.477710206"," 0.9961182293"," 0.70761741","-0.38085284","-1.86852451","-2.1632454371"," 0.468197268"," 0.197095643","-1.63518276"," 0.119683508"," 0.423476045","-1.204768651"," 0.9104947268"," 1.001879219","-1.765064895"," 0.1831312703"," 0.165053186","-0.013356164","-0.88211952"," 1.10662524"," 0.810005657","-0.070817310","-0.24227881","-0.91433679"
"I244"," 13.12522"," -2.165714088","  0.8501840"," 3.34123181","-0.140535684"," 1.337193759","-4.845175915"," 1.327318726","-0.43428807","-2.320047080"," 2.004984001","-0.127006969","-0.943105023","-0.818567835","-0.76985880"," 0.435960775","-0.195517322"," 1.033916536","-1.226191035"," -3.333881284"," 0.3493598299","-1.578134365"," 0.814379642"," 1.774915818","  1.25621032","-0.761461947","-0.639910215","-2.628309920","-3.092289009","-1.486125040"," 0.72075680","-1.08228219","-1.65876799","-1.87278851"," 2.517855321","-0.216663574"," 0.071973117"," 0.2116312021","-0.36114830","-2.21600375","-1.57878447"," 0.2164542271","-0.722631766"," 0.448727121","-0.07952453","-4.180512465"," 0.060248004","-0.528053870","-0.4673446212","-2.114784632","-3.220578337"," 3.7618211988"," 0.152607533"," 2.948630848"," 0.27216362"," 2.23112070"," 0.183378840"," 2.726463590","-1.63766958","-0.37722527"
"I507","-14.65039"," -4.728886743"," -0.3585339","-2.70922439"," 1.304434022"," 4.452274169","-0.538442240"," 1.196808560","-1.91040297"," 0.408948262","-0.545084517"," 1.212725498","-0.021366069","-1.225407378","-1.82224251","-1.549302036"," 1.811769393"," 0.097189592","-2.711312374","  2.957133300","-1.3211914495"," 1.803751390","-3.241539516"," 2.977248600"," -3.06238481"," 1.533215715"," 1.795903796"," 4.299035041"," 1.310895838"," 0.146559414"," 0.15450101"," 0.63781229","-1.20494811"," 1.20366048"," 1.998800938","-0.648705908","-0.182799539"," 3.7287606546","-1.72438996"," 3.53122828","-0.16643270"," 1.0876347416"," 3.707971806","-2.547239498","-4.77930357","-1.219953880","-2.567915692","-0.513174698","-1.1005057411","-0.772298974"," 1.431862111","-5.2417292688"," 6.372840927"," 3.162054958"," 3.41198085"," 1.82214039","-3.082264481"," 3.442086580","-1.47213692","-0.07645126"
"I009"," 13.58372","-12.961685746","  1.2418577","-0.59803367"," 3.326832024","-1.314405521"," 1.857617209","-1.215536165","-1.37930636"," 2.115933940","-0.949228119","-0.835765600","-0.731217587","-0.778848038","-1.13373548"," 1.359021460","-1.152294433","-0.426525585"," 0.164200246","  2.260574638"," 0.6614523844"," 0.203004592","-1.564745610","-0.579317909"," -0.69907956","-1.747284622"," 1.033966503"," 0.307101056","-0.115518974","-0.086572778"," 1.32890780"," 0.47752656","-2.06174044"," 0.59806314","-0.439308838"," 1.005066592"," 1.064875966"," 2.8256595391","-0.13638281","-0.85832956"," 0.03515420"," 1.9251175020"," 1.107509744"," 0.617720266"," 0.82442029"," 0.765653319","-1.757944248"," 1.401954327","-0.3976193443"," 1.448359413","-1.613955007"," 1.1689150576"," 3.172069621","-0.004777287"," 0.61433207"," 0.57286776","-0.251993179","-0.296306652","-1.48188221","-0.51885131"
"I152"," 13.32423","  9.932433815","  9.3218115"," 0.76964846","-1.128945277","-1.686554030"," 1.020765559"," 3.422982224"," 1.01063874","-1.017120327","-1.941452994","-2.005354400","-0.703574606","-0.901509981","-1.28301487","-0.603055729"," 1.729748017"," 0.058633014","-0.845790279","  2.293933906","-0.8598314368","-1.469675414","-1.065132732","-0.335954568"," -0.71876087"," 1.660059901"," 1.240129897"," 0.038786619"," 0.275839775"," 1.027727435"," 3.35383446"," 0.92891282","-0.50738040","-0.51923305"," 2.028634742","-0.415255070","-0.373518187"," 1.5252367099"," 0.82194693","-2.83333470","-2.93488269"," 2.5116585066"," 2.437270348"," 1.669411263","-0.36457721","-1.237344091"," 3.110237041"," 0.220497685","-1.6844422329","-0.719718266"," 1.486666289"," 0.9322609502"," 1.193786115","-1.341499961"," 0.07159784","-3.72700418"," 1.090733278","-0.898988610","-0.02629787","-0.90047619"
"I445","-14.43755"," -6.836919040"," -0.0344064"," 5.23175854"," 0.746280089"," 1.427469409"," 1.124035542","-1.626734210","-1.38857745","-0.367174054","-2.484215911"," 3.133979804"," 4.189721201"," 0.084486401"," 2.09562174","-1.546818699"," 0.261748905","-1.778366617","-0.728752491","  0.753112380"," 1.1612458366"," 3.221928866"," 0.071293306"," 2.052859382","  1.04135232"," 0.557030661","-0.875524546"," 1.061877303"," 1.973572319"," 2.630808473"," 2.59787434"," 2.64564434"," 2.52800217","-1.72408256"," 0.466561271","-1.680518914"," 2.824933607","-0.7801105685","-1.77454801","-2.74432784"," 3.14182810","-1.1982129776","-0.647993026"," 1.624832898"," 1.74454787","-0.849619717","-0.287245743","-2.723592126"," 0.5915467682"," 1.609858585"," 2.367739490"," 2.7948032894","-0.466305664"," 0.741982615","-1.09059013"," 1.05718527"," 0.219420280","-0.048357599","-0.19403638"," 0.04073623"
"I389"," 13.07230","  5.014914615"," -0.2819109","-0.37552422"," 3.662165295","-2.635777199","-1.968698847","-0.509487752","-0.41298198","-2.697556288"," 0.221768052","-0.782545147","-1.714241017"," 0.277621611","-2.43596479","-2.662521387","-0.865668584"," 2.141477990","-1.016695631","  0.413157028"," 1.3033433551","-0.987794787","-0.424057964","-2.162074519","  1.06149941"," 2.991339729","-1.947975512"," 1.816020507","-0.135751846","-1.176491344"," 2.20884443"," 1.49575905"," 1.04270816"," 0.87982800"," 2.360161106"," 0.785979465","-0.684884320","-1.6227032340"," 0.55509550","-3.93102637","-0.12702405","-1.6107859666","-2.491480881"," 2.812214984"," 2.23795420"," 1.999406852","-0.143095501","-2.614775083","-1.5645482831","-4.811948676"," 4.218534698"," 0.0818186038"," 1.540123937","-0.136849639","-1.85727032"," 0.33620922","-3.789956491","-1.645316129"," 1.36092351"," 2.79253115"
"I514"," 13.58074","-14.481390151","  2.5112409","-0.69061722"," 0.180312265"," 0.767148148"," 1.186225187","-1.778663448","-3.92453469","-0.297330113","-3.245389799","-3.584574682","-0.017460304"," 1.607616165","-3.14720198"," 1.223821824"," 2.143742207","-1.466923951","-1.655822222"," -4.768629890","-0.1566269418"," 2.452278999","-0.146326067"," 1.399791761"," -2.87462820"," 0.609647777","-2.356516004"," 0.248863484"," 5.998688773"," 1.341645349","-1.23423921","-2.50392205"," 0.86176655","-1.32336773"," 0.201290607","-0.495279842"," 0.762594318","-1.5208688896"," 1.38285523","-0.44244608"," 0.23811706"," 2.0461772816"," 1.001772219"," 1.298609857","-0.42146985","-1.038175706"," 0.673591330","-0.663376078","-1.7944554235","-0.146283284","-0.607217497","-0.2125347073","-0.439077822","-0.718185987","-1.45730898","-1.60315275","-1.346801080","-0.033305694"," 1.54689046"," 0.67498070"
"I458","-14.52809"," -8.301805695","  0.6112431","-4.53553518"," 0.812494402"," 0.684049727","-0.962568640"," 1.663412751","-0.23168606","-0.773073755"," 2.498300106"," 1.300702190"," 1.136294408"," 1.232569253"," 0.16872647"," 1.155882803","-1.922270964"," 2.500474263","-1.855028747","  0.633816195","-1.2617765010"," 0.656491518","-0.261106438"," 1.275256328"," -0.64037306","-0.466500185","-2.120676325","-0.295668008"," 0.176321708","-0.837592878"," 1.55360466","-0.35526051"," 0.08960904"," 0.70905577","-2.624051277"," 3.757468241"," 2.033819963","-0.3495795226","-1.69062215","-0.97313733","-0.07693934"," 1.3484347355","-1.246543443"," 1.679071445","-1.40475499","-0.980396001"," 0.907637108"," 1.726616404","-1.0648514417","-0.112643422","-0.573701781","-1.2184863588","-1.038046028","-0.168748661"," 0.59487769","-0.40868826"," 1.470258007","-1.308960497","-0.55171292","-0.80776805"
"I117"," 13.11124"," -2.083454619"," -1.6679781","-1.77723532"," 2.534521670","-3.797797621"," 0.558878990","-1.908616462","-2.15815243","-0.220465231","-1.605481331","-3.550127274","-1.438658810"," 1.462170847","-3.73623534"," 0.324466500"," 2.039844661","-0.851522630","-2.176740425"," -5.571802546"," 0.1660794012"," 2.211340774","-0.954335145"," 0.373549582"," -1.56911559","-0.314798342","-2.837521758","-0.164591814"," 6.197493098"," 2.173549360","-2.75404669","-4.40420454"," 0.11071140","-0.09394963","-0.502526168"," 2.090058581"," 0.503096037","-0.2044512162"," 0.27336111","-0.39177753"," 1.13387219"," 1.1604934893","-0.473117954"," 0.978906223","-2.24591213","-1.562196524"," 0.590391558","-0.760070579","-1.2853820989"," 0.729973538","-0.910946145"," 0.2394176315","-0.822124098","-0.439603934","-1.27924804","-1.37600874","-1.539828205"," 0.739692367"," 0.37053826","-1.04266362"
"I171","-14.39710","  6.298170061","  1.8203718"," 6.60310581"," 0.814445416"," 1.094972640"," 1.609789404"," 0.990637815","-0.54408303","-1.204526458"," 1.050387237"," 0.206043107","-0.095275122"," 0.986110427","-0.11727319"," 0.741348987","-0.367369624","-0.100545454","-0.460831847"," -1.305150158","-0.9440449509","-0.047687011"," 0.114350852"," 0.299688165","  1.29361501","-0.104029160","-0.488941070","-1.837426287","-0.061103596"," 0.922395909"," 0.99090613"," 0.70156247"," 1.50794973","-1.56070936","-0.169250183","-1.755641180","-0.500427053","-0.5318178469"," 0.16301497","-0.69949652","-1.23311517","-1.0051444184","-0.033772653"," 1.521373789"," 0.95605984"," 0.008225946","-1.843018854","-0.511791571","-0.6996575724"," 0.042696936"," 1.544109857"," 0.5059018146"," 0.348357271"," 0.625279022"," 0.38431553","-0.53331757"," 0.110225127","-0.418053963","-1.35835408","-1.77272799"
"I071","-13.46313"," 14.725100868"," 10.3393320","-0.80288155","-2.138180825","-0.991384730"," 2.372624509"," 4.404001734"," 0.40356920","-1.948862857","-1.148362571","-0.382217591","-1.200019119"," 1.306285407","-1.07115998","-0.709241375"," 2.792567333"," 2.138430152"," 0.152154357"," -0.004561812"," 3.5038620245"," 0.363126563","-0.651351439"," 2.877143202"," -1.20841136"," 1.438464924","-0.803871492","-1.870523954","-3.180580184"," 0.157012513","-2.12421492"," 1.49723408"," 3.35631471"," 1.35789379","-1.408817227"," 1.032566318","-2.972835317","-1.1312306590","-3.44583651"," 1.74975955","-0.45691883"," 0.0870919424","-0.475376662","-1.413121162","-1.53977371"," 1.708062795"," 0.251205436","-3.674000543"," 1.1595961818"," 1.538036286"," 0.858576549","-2.1096700441","-1.243363500"," 0.332140720","-1.03960650","-0.67732072","-0.371687101"," 2.888060821","-0.24130716","-3.03915515"
"I257","-13.91887","  1.615755939","  6.2573346"," 3.66063327","-3.401781112","-1.269333384","-0.542808249"," 1.039914008"," 1.04941047"," 1.141714105"," 0.234397336"," 1.513056608"," 1.312950847"," 2.438995891","-0.97640041"," 1.446648782"," 1.227935371"," 0.835600183"," 5.926008723","  0.032298117","-0.9917484591","-1.336882875"," 6.301516508"," 2.279738690"," -0.90873463"," 0.019892644","-3.264390568"," 0.269557902"," 1.410479286","-2.017113285"," 2.17681206","-0.38531450","-1.53868027","-0.77726908"," 1.505008031","-0.146022447"," 0.822787998"," 2.2829407208","-0.98264121"," 0.17969521"," 0.52830274"," 0.3190068394","-2.048781136","-0.300868720","-0.22998879","-0.036135813"," 0.608334291"," 0.586445081","-0.4321789799","-0.911343088"," 0.405930565","-1.9836559479"," 0.638302226","-0.632349164","-1.22386133"," 0.87054500","-1.414726267","-1.164054199"," 0.92690389"," 1.53394012"
"I515","-14.20612","  8.594913870"," -1.9339196","-0.70235979","-0.673870121","-1.534611647"," 1.706809059"," 2.711045885"," 0.64464668","-0.329744881"," 1.228585586","-0.533034634"," 0.333195620","-2.445328050"," 0.37956798","-3.058646952"," 1.352529167"," 0.266533279","-0.779442753"," -1.016035612","-0.3781467272","-1.260297332"," 2.691163000","-1.120966032","  1.85867168","-1.492296806","-0.981665174","-0.797878902"," 2.474994817"," 0.954412105","-0.08647564"," 0.71382333","-1.16524803"," 0.80331000"," 1.489447752","-0.992716105"," 1.182166536","-0.1619723108"," 1.38645246","-0.50390783"," 1.29970694"," 1.6329477347"," 2.491868171","-0.258537415"," 1.24662794"," 1.788770224","-0.214521763","-0.803133907"," 1.9739518456","-0.495522330"," 1.733921398"," 1.2230802991"," 0.630247018"," 0.519806689","-0.58575789","-1.28084181"," 2.004393281"," 0.199623192","-1.21207876"," 0.08694137"
