"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60"
"I067"," 13.90133","  6.221041034"," -5.8542360","-3.05795951","-2.259331463","-2.152794786"," 2.024808894"," 1.939482523"," 0.51456970"," 1.374378003"," 0.046249942"," 1.358664271","-1.950189436","-0.227303502","-0.08399190"," 1.640538849"," 0.272582681","-2.046307620","-0.819396531","  0.689024662"," 0.5433014240"," 0.028010992","-0.920699993"," 0.107912130","  0.63796361","-1.013489434"," 0.152105892"," 0.207122541"," 0.711051122"," 0.587514033","-1.18296388"," 1.14880351","-1.73193407"," 1.40679584"," 0.910980132"," 0.838965625"," 0.502890326","-0.7412381868","-0.08042947"," 2.11193721","-0.69178268"," 0.2298525847"," 0.710069215"," 0.892589734","-0.39040178"," 1.635109974","-0.565897695","-1.876721147"," 0.1248458617"," 0.370542011","-0.472254444"," 0.0798630024","-2.076132020","-0.778290490"," 0.63902967"," 0.64452383"," 0.449894724","-2.001705811"," 2.59681757","-1.06740300"
"I151"," 12.05345","  2.339677587"," -5.0398295"," 3.44391716"," 1.113382814","-0.683279145"," 0.429492045"," 2.520027517"," 4.25684150","-0.727712397","-1.250216011","-1.166976262","-2.414785129","-0.115988188","-3.14506539","-1.867556580"," 1.446881304","-0.357418584","-0.028488039"," -1.636595532","-1.5980297854"," 1.040713679","-0.805097396"," 3.576463366"," -1.07871133"," 0.771012431"," 0.809344494","-0.460570475","-0.657266039","-0.046978571"," 2.41648709"," 0.41475989","-1.81179373"," 0.81061656","-3.050765188","-2.854539638"," 0.678278332","-0.6770933031"," 1.40191676"," 6.77406909"," 1.84075582","-3.0566703894","-3.461478134"," 0.954946281","-1.80787436","-0.591399054","-0.079832389"," 1.307632904","-0.9378661829","-1.297683017"," 3.209303951"," 4.1066846758"," 0.803815945","-1.826735340","-1.15426940","-0.07916495"," 0.473535915"," 1.675225566","-1.57916252"," 3.10608449"
"I538","-13.61303","  7.746058853","  7.8946172","-3.72236260","-1.136664618"," 2.598344793"," 2.635796566","-1.221542144"," 1.26029892"," 2.586797736","-3.258809319"," 0.048758095","-0.469423987"," 0.838744963"," 2.10196549","-0.369806175"," 1.216681994"," 4.071131994","-2.384643138","  0.412789978"," 0.3023068818","-1.443430008","-0.100883933"," 0.349020422"," -3.97247621","-1.553472403"," 0.473533475"," 0.768979191","-0.560006900","-1.347157742","-1.18888119","-0.43081386","-0.37506126","-1.15123796"," 0.797350384","-0.351275696"," 2.297767059","-0.5381518918"," 1.81075508","-0.78185764","-0.69952568","-2.5942535279"," 0.386981395","-1.186327694","-1.73850351","-2.267223755","-0.731518535","-0.851691477"," 0.2930065373"," 0.219553126"," 0.852485629"," 0.2235362447","-0.774398817","-2.054532672"," 0.36367351","-0.59689011","-2.024717225"," 0.106171724"," 0.84093213"," 0.92078106"
"I516"," 12.51249"," -2.913960999","-11.0365773"," 1.84080674","-2.453662288"," 0.987962764","-2.412798140"," 0.402733187","-1.35353079"," 1.637640115"," 1.844357000","-0.533826599"," 0.724249800"," 1.965987526"," 1.43755157","-2.888756103"," 1.458445907"," 0.714395319","-1.683320475"," -3.617044815","-1.7266000984","-2.149586706"," 3.881152110"," 0.073958757","  2.50493368","-3.860376814"," 1.589777041","-4.153872075"," 1.445659247"," 3.302063363"," 2.70285509"," 3.17723106"," 0.25600625","-0.90041975","-0.871158391","-0.366162394","-0.088574757","-1.6865165359","-0.74109333"," 1.48600340","-5.41830222"," 0.9427526387"," 3.149486211","-0.769040431","-0.23309174"," 1.778204137","-1.645547340","-0.261825422","-1.4027268767","-2.018349800"," 0.447572140","-3.0788143094","-0.542361630"," 2.697358364","-4.15152827"," 1.84515337","-1.668713176"," 0.462642231"," 0.75030365","-0.95387996"
"I136","-13.87639"," -0.626371840"," -3.4371271"," 2.59108164","-3.678486633"," 0.116088045"," 1.047302375","-1.048317075"," 1.32170637","-0.627645534"," 1.886972659","-2.217486052","-0.735145983","-2.234549619"," 0.01406088","-0.471841979","-1.706924549"," 0.809508775"," 1.644660900"," -1.366908566","-1.8316087740"," 0.066982160","-0.126059818","-0.453804822"," -0.65481991"," 0.874434783"," 0.689248172"," 0.087900467"," 0.118583121","-0.600358814"," 0.95313004"," 1.10347131"," 1.11417651","-0.11802764"," 0.596380087","-0.078982003","-0.046188745"," 0.1291013841","-1.24417221","-2.21207652"," 0.42881121"," 0.5633218728","-0.345979895","-0.483107661"," 0.98328285","-0.078026711","-2.679547880"," 0.473681093","-0.5723879680"," 0.794546804"," 0.133459709"," 0.9482127573"," 0.298754469","-0.935727738"," 0.42009700","-0.22376469"," 0.674363951","-0.892893442"," 0.27884992","-0.42143021"
"I321","-14.70523","  0.977665545"," -4.7076975"," 3.18180710"," 2.134381483","-2.076683525"," 2.941920297"," 2.255158260"," 1.75819887","-0.395660074","-1.448606981","-2.173499097"," 1.665986602","-1.939656917","-0.77407882","-0.786900418"," 0.400856550"," 0.390059753","-0.567022905","  1.381827434"," 0.3634655902"," 0.361937869"," 0.559135839"," 0.580438141"," -1.18051709","-0.684748310","-2.097882521"," 0.667833500","-1.382246106","-1.686810725","-0.05687706"," 0.21707649","-2.16022381"," 0.48362733"," 1.106579255","-0.644725622","-0.612032761"," 0.7763020867"," 0.48400429"," 0.31156492"," 0.64638873"," 0.5609280578","-0.001897563","-0.029735391"," 0.31000999"," 0.588142977"," 1.509342060"," 0.819351170","-0.0775798410","-0.082583304","-0.552113690"," 0.0640471425"," 1.055916237"," 1.923848364"," 0.19364884"," 0.91285339"," 0.271074320","-0.580373691","-1.00798613"," 1.13645561"
"I229","-14.43880"," -4.417579408"," -1.7145422"," 3.88450303","-1.993133930","-2.164282631","-0.951675659"," 1.569781567","-0.94797701","-0.535668601"," 2.364389419","-0.676102756"," 2.480389617"," 0.286752802","-0.54273500"," 1.398756523","-0.864980224","-0.476462096","-0.436240013","  0.032389652"," 0.6913764191","-0.325899049","-0.427611188"," 0.454577268","  0.94264583","-2.023796867"," 0.156551627","-0.498938613","-1.120588337"," 0.214288562","-0.09208382"," 0.81748177","-1.77053833","-0.35734289"," 2.017436201","-0.303095851","-0.468769955"," 0.7858759034"," 0.25728964","-1.02936498","-0.54387596"," 0.1473994616","-0.264653765","-0.177111503","-0.30635752"," 0.665819500","-0.603148763"," 0.179050976","-0.9382669734","-0.025711510","-0.247251255","-1.5641611516","-2.124017670","-0.987129598","-0.26560092","-0.40961864"," 0.124460092"," 0.239043857"," 0.66695655"," 0.67148069"
"I560"," 13.20857","  7.739625531","  2.8934275","-0.28251962","-0.801045493","-1.919287976","-2.418682718","-4.400279292"," 0.47113573","-4.867558961","-0.415019743","-1.516188664","-1.105190488"," 1.239373688"," 4.72623061","-3.507578213","-1.583422734","-7.083399273","-2.336739613"," -1.516844921","-1.6184645212","-0.580838321"," 0.110411190","-0.039001583"," -2.05998355","-0.814365074"," 0.104928857","-0.482829181"," 1.028277174","-3.714356612"," 0.58586976"," 1.41305352","-0.63954830","-0.36190949"," 1.151539176"," 0.921060612","-0.001056632"," 1.8923231890","-1.17758944","-0.14562432"," 0.84635042","-0.6913761968"," 0.077847472","-0.103194448","-0.03517407"," 1.195470941","-0.907576359","-0.327908569"," 1.0425876615"," 0.839890997"," 0.203612090","-0.9290574204","-0.261703776","-0.267586099"," 0.14365615","-1.82896684"," 0.132485113"," 0.307577325","-0.58410550"," 2.17859902"
"I572"," 13.07085"," -5.769225046"," -0.2123703","-1.75119142"," 1.362472674","-0.949909330","-2.039483552"," 0.808355767"," 1.59866571","-2.537038732"," 0.472218512","-2.202059577"," 1.624107040"," 0.681037002","-1.02257821","-1.819962019"," 1.757343144"," 1.116346507"," 0.437394192"," -0.487690529","-1.2325825402"," 2.528568429"," 0.424418739"," 0.634349194","  0.68904035","-0.017509384","-0.135704304","-1.078023197","-0.215841546"," 0.003781626","-0.88191989"," 1.06711037","-0.14533656"," 0.05633663"," 0.785966561"," 1.311806285"," 0.519606001"," 0.2102005496"," 0.64234780"," 1.37628212"," 0.69972399"," 0.4386831885","-1.083359264"," 1.508118356"," 0.04971298","-0.391677413","-0.196770999"," 0.328252334"," 0.5988384001"," 0.154011780"," 0.206176078","-1.1773155911","-0.567721820"," 1.099107756","-2.23706595","-0.59690863"," 0.704042804"," 1.850845763"," 0.20852672"," 0.96028424"
"I077"," 12.86289"," -1.178673260"," -1.3204854","-0.16026502","-2.985588270"," 0.439889508"," 3.248462555"," 4.870176236"," 3.19270243"," 0.360429293"," 1.926881600"," 0.725098648"," 0.055304363"," 5.265486648","-2.46177494","-4.258704879","-0.564173388","-4.180807469"," 1.274440086"," -0.115967833"," 0.8183644231"," 0.410363478"," 0.589785064"," 0.825084295"," -0.61704141","-2.408998443"," 5.398004694"," 3.731838867","-2.046895286"," 1.049765014","-1.00456906","-3.44781807"," 1.60250805"," 0.27685300","-1.085199427"," 1.626339334","-0.763164523","-0.0913962586"," 0.46129559","-1.25191341"," 0.52987551"," 1.2105465545"," 0.323488165","-0.358037975","-0.50330136","-0.728539632"," 1.653336297","-2.408342435"," 0.0265512810","-1.109813242"," 0.296590247"," 0.2183033153","-0.460143651","-0.122368191"," 1.03804441"," 2.28611392"," 0.698552444","-1.933316605"," 0.35613473"," 0.10817710"
"I040"," 14.74774","  1.488216754","  0.6769280","-4.24722422","-5.248440983","-0.034901752"," 2.678584096"," 2.608758753"," 3.50400423","-1.926750213"," 0.252944202","-3.146518795","-1.361394150","-2.093742882","-1.24146131","-1.100367397"," 0.574171442"," 0.340231430"," 0.742809348"," -2.660648691","-1.4270555237"," 1.657027769"," 0.201992531"," 4.785836007"," -0.95339830"," 1.318981632"," 1.443339366","-0.072206031","-0.816559035"," 1.242721993"," 3.39015514"," 0.71693908","-0.56551287","-0.82239976","-2.730842028","-1.215683863"," 1.257983600","-1.1616251686"," 2.77531007"," 4.78364450"," 0.37980089","-0.4965739498","-2.491430172"," 0.576377705","-1.45010390","-2.085596686"," 0.062955120"," 3.079073422","-0.3624175005","-0.454936149"," 3.721723313"," 3.1594917110"," 1.542185726","-2.829218890","-0.03421353"," 1.70495135"," 1.186704042"," 0.894690899","-0.28181353"," 1.32370460"
"I088"," 13.25839","  3.860364306"," -5.3081786","-1.88619121"," 1.486028773"," 1.095639095","-0.592777521","-0.319438463"," 2.12809721"," 0.142349805"," 1.650632417"," 0.050509681","-0.948854590"," 1.203346977","-1.01602720"," 1.009921700","-0.989305103"," 1.560238789","-0.132089608","  1.583370286","-2.3812552897"," 0.196914758","-0.252829298","-0.137427793","  1.93424384","-0.242517207"," 0.739420427","-0.562514774"," 1.282602823","-0.133976736","-0.73328764","-1.19525010","-0.04966539"," 0.08340968"," 0.338713514"," 1.668350810"," 0.758342591"," 1.9261199031"," 0.82875944","-0.69404960"," 0.83947287"," 2.0184070492","-0.427790459"," 1.198682424","-0.73699279"," 2.122142483","-0.652984087","-0.943481510"," 0.0927467270","-0.457762069","-2.067091175"," 1.0443105322"," 0.683865654","-1.611531811","-0.92416611","-2.81791614"," 0.434210103"," 2.010206685"," 1.61143529","-2.08567951"
"I417","-14.24473","  0.460243120"," -8.8444534","10.06756813","-5.794444494"," 1.332174884","-4.520793650","-1.610189120","-1.52634779","-0.859168946"," 0.891056335","-0.282908839"," 4.004226238","-0.470109292"," 4.96934721","-0.756977317","-1.746142173"," 0.578145227"," 0.675950988","  2.610434709"," 2.3793448633"," 3.893970057"," 0.013331669","-0.127727652","  1.21454215","-4.339022793","-4.165579741"," 4.920794945"," 0.135486766","-0.529269871"," 0.60619874","-0.76837145"," 4.55835737"," 3.36861947","-2.214030662"," 1.780954207","-2.029150811","-1.0287233753"," 2.20554731"," 3.18121912","-2.54351401"," 0.5938180722"," 2.986924731"," 3.874145419","-0.34918130","-2.690633704","-1.146619250","-0.765278652","-1.2333490091","-2.368266175"," 0.662748432"," 1.1525476892"," 0.054846484","-1.425346876"," 0.97748357","-2.85642962","-1.778766110"," 2.035589774","-0.10529175"," 0.51828535"
"I571","-15.29718"," -4.435173635","  1.5553870"," 3.83615596"," 7.639732103","-0.970838408"," 2.653315434","-0.718960829","-0.86986919","-4.551343625"," 7.043063242","-0.356373734"," 0.389623218","-0.626929434"," 0.65540581"," 1.890937871","-2.000319864"," 2.571717605","-0.626272969","  0.804883130","-2.0026904595"," 4.579874124","-0.572036424"," 3.106953335","  1.16221274","-1.123379417","-1.380057620","-3.266944129","-0.003697401","-2.737945527","-2.09590092","-0.32957395","-0.55782338","-2.54199599"," 0.041134691","-0.454032798","-1.109574126"," 2.2953712452","-0.59278007"," 0.03932581","-0.62673941","-0.0158739684"," 1.503732202","-3.021230311"," 1.12277634","-1.156073378"," 1.270367136","-2.301779533","-0.2272112805"," 2.192046911"," 2.898912453","-0.9894002718","-0.769587750","-1.117239085","-0.44669741"," 1.72189101","-0.435256159","-1.482000200"," 0.33636186"," 1.39626526"
"I131","-14.28452"," -3.016337032"," -1.7227590"," 3.71153395","-0.438863975","-0.135874443"," 0.559154181","-1.312903732"," 0.28363084","-0.898890172"," 0.689094376","-1.940036202","-0.629396399","-0.654839948"," 0.01604383","-0.522393405","-0.332712162"," 0.080154618"," 0.530438517","  1.541394357","-0.9091432108"," 0.508579658","-0.780359541"," 0.125189008","  0.09805053"," 0.276225369"," 0.262238277"," 0.815399764"," 1.042692656","-0.454047408"," 0.36199475"," 0.02114534"," 1.29770921","-0.18453870"," 0.338364665"," 1.448488156"," 0.416278096","-0.3175305517"," 0.65503955","-1.04105346"," 0.08553758","-0.1893644848","-0.159458004","-0.216660090","-0.28923995"," 1.008047463","-0.524612149"," 0.824750814"," 0.4458702054","-0.800081923","-0.300384282"," 0.1810121416","-0.225512925","-0.204670593"," 0.16562588"," 0.65709897"," 0.243384030","-0.707974001","-0.66936096","-0.45820822"
"I034"," 14.30958","  4.224414802"," -1.0024233","-4.07887368","-5.193367098"," 3.873053972"," 1.664772818","-1.235348611"," 3.30959116"," 0.054622713"," 0.135642158","-3.227911970"," 4.189064700"," 2.416173904"," 0.48192275","-0.074714998","-2.657921681"," 0.174435701"," 4.960893729"," -0.773237625"," 1.1346087531","-2.112018964","-2.511771976"," 0.181279659","  1.70641234"," 7.332767257"," 0.429911072","-0.928131327","-0.046548208"," 0.091262741","-4.06642639"," 1.21844893"," 0.42577806"," 2.08166820","-2.121269597","-0.184126976"," 5.241715405"," 4.5728259477","-0.72922316"," 0.28736651","-2.90901766"," 1.9795131005"," 2.618043558","-1.751771176","-1.59562358"," 0.136946521"," 1.060993962","-1.033865120"," 0.5871875213"," 2.646489822"," 3.040729814"," 0.8666081183"," 1.058012867"," 0.107370115","-0.58085040","-1.89976450","-2.723839000","-0.474735952","-2.03253671"," 2.08931599"
"I270"," 12.69776","  4.370391874"," -1.5485660","-0.91697634"," 1.907660011","-1.006637354"," 0.228672132","-0.362891949","-3.92152405"," 0.289462319"," 0.981244637","-1.399975983"," 1.020892688"," 1.653606706","-0.70596544"," 1.194650458","-1.306613165"," 1.665564634","-0.645325067","  0.896075208","-1.3187264737","-0.505839929","-0.853263988","-0.157798416"," -1.13142241","-0.487469565","-0.662244887"," 0.110293988","-0.587250735","-0.117075221"," 0.95514416"," 0.46544478","-0.84855849"," 0.19730549"," 0.582417140","-0.742494414","-0.684890263"," 1.0166513142"," 0.40264509","-0.24242172"," 0.33043312","-0.3916012772"," 0.588785075"," 0.029080430","-0.78660084"," 1.078458673","-1.659023803"," 0.649681416","-0.4448676107"," 0.743349820","-1.594323004"," 0.6227475732"," 0.905551840"," 0.197081656"," 0.15807624","-0.59184932","-0.603997589","-1.293733467"," 0.27855976","-0.43805652"
"I225"," 14.73791","  2.380978810","  6.5800373"," 2.62451439","-4.495473738","-1.956501459","-0.780533267","-1.920771661"," 0.25070613","-1.173233272","-2.031263450","-1.850295578"," 0.165507259","-0.914564872"," 0.05864596"," 1.206026422","-0.391390127","-1.065758290"," 1.570500931"," -0.320442810"," 1.3749219360","-0.220746308"," 0.627416915","-0.746073577"," -0.14019228"," 0.600184787"," 0.570290044"," 0.023830037","-0.337913882"," 0.627882229","-0.85139069"," 0.10225954","-0.58778696","-1.04055515","-1.501640269"," 0.610104556"," 2.643821746","-0.5722233664"," 1.13562699","-0.69834615","-0.16821095","-0.4647643928","-0.914128815"," 0.274152149","-0.07786182","-0.787769453"," 0.477224263"," 0.503634758","-0.9502424034","-0.303348450"," 0.380751344"," 0.0289866143","-1.217741293"," 1.654179704"," 0.15428354"," 0.65767343"," 0.486895906","-1.841865084"," 0.28767215","-1.29028546"
"I010"," 14.07220"," -8.050219045"," -2.8181414","-6.03695878","-0.755235684"," 2.338064638"," 0.637347430","-1.363828861","-0.94081875"," 0.960188631","-1.720318630","-0.743070654"," 0.906572997"," 1.337727616","-0.06672915","-0.731837082","-0.717232544"," 1.068806617"," 0.809639002","  0.828582066","-0.2303480572"," 0.523995043"," 0.998214015","-1.016863678"," -0.67189480"," 1.615429128","-0.775887002"," 0.735664569"," 1.759493502"," 0.296313846","-0.77283475","-0.02770419"," 0.01475912"," 0.37083545","-1.203215287","-0.754834976","-1.133512632"," 1.0846231629","-0.46900092"," 0.41442032","-0.12856172","-0.1574884001","-0.283382808","-0.060358759"," 1.65038808"," 2.160950661","-0.082044315","-0.436666257"," 1.1521034604"," 0.262244036","-0.123831090"," 1.0875799892"," 0.354815289","-0.138469016"," 1.18807684"," 0.07230985"," 1.247755598"," 0.045979053","-2.19969591","-0.42929355"
"I198","-14.13326","  9.246888752"," -1.9469676"," 0.08766691","-0.206778640","-0.322838457"," 1.577333950"," 0.461571257"," 0.21022368"," 0.642496704"," 2.621652539"," 1.139827630"," 0.382035402"," 1.650983497","-1.05869555"," 0.076667537","-0.162063948"," 0.907511489","-0.890506189","  0.411418172","-0.6416860283"," 0.882203800","-0.187246613"," 1.037179467"," -0.12006936"," 1.272223801","-0.668770623"," 0.234369565","-0.221696335","-0.367196335"," 0.77392219"," 0.08182946","-0.29232603"," 1.34162213","-0.503362471"," 0.617382434","-0.238387366"," 0.9085226337","-0.99628984"," 0.09877435"," 1.69144520"," 0.2698337940","-0.505338931"," 1.029446860"," 0.21146392"," 0.104671834","-1.296649012"," 0.524194025","-0.9545014760","-0.342783999","-0.340410202","-0.0180530637","-0.582424921"," 1.005574177","-0.19056316","-0.77311375","-1.164840044","-0.922825396","-0.84471957"," 0.34801314"
"I552"," 12.15920"," -9.415740964"," -2.9258438","-2.02230890"," 0.027330849"," 1.514432189","-2.826574250"," 1.785328560"," 0.73642073","-0.253010455"," 0.480124734"," 0.215258066"," 0.676433055"," 3.496433975"," 0.17363791","-0.618315507","-1.513971684"," 1.992805047","-0.512633686","  0.059727213","-1.4239051242"," 1.541652280","-0.209132236","-1.475736229","  0.25123017"," 1.086523334","-0.555861938","-1.593650898"," 0.465787602","-1.937350044","-0.79969053"," 0.21087039","-0.30811886"," 1.18963697"," 1.184058370"," 1.320628840"," 0.208876068"," 3.2983994103"," 0.05311596","-0.43740802"," 0.38681623","-0.9462873844"," 0.576468692"," 0.978651384"," 1.44370816","-1.268546988","-0.742601551","-1.177279652","-2.0101158480"," 1.110903952","-0.741919108","-0.8826513939","-0.023250737","-1.125105314","-2.47649585"," 1.05681958"," 0.954326161","-1.885232445"," 0.39228578"," 1.52692354"
"I078"," 12.97353","  1.290056292"," -7.8018748"," 0.84190771","-2.823276306"," 5.290854516"," 4.208752697"," 2.050490469"," 0.48395951"," 1.209000410","-1.404973021","-2.167023742"," 0.878732608","-2.565914699","-2.34216284"," 1.076903654"," 3.813912649","-3.097452191","-1.743536980","  2.591842530","-4.3672156807","-2.486465233"," 0.857492658"," 0.291137745","  3.03428883","-0.269847781"," 0.533154510","-0.033476782","-0.461522548","-3.808980785","-0.81846551"," 0.32210342"," 1.18724537","-0.09830660","-1.195264818"," 1.711151775"," 0.260333159"," 0.0534678212","-1.88955858","-1.49355684"," 0.02717832"," 0.6353390018","-1.316685463","-0.047484489","-0.19176553","-1.142687745","-0.682924173","-0.128650137","-0.8584904254"," 1.406361101"," 0.226693403","-0.9662905509","-0.700346370","-0.073934604"," 0.43836621","-0.18123398"," 0.244730428"," 0.714739226"," 2.09922600"," 0.66058474"
"I609"," 13.05853"," -0.294114498","  3.5844781"," 1.68578140","-3.624075992"," 0.393169017","-0.339164258","-0.725203195"," 2.14598020"," 0.385224757"," 1.023287400"," 0.198088057","-0.367488590","-0.805301913","-0.37968902"," 0.240409566","-1.146544232"," 0.484915895","-0.287408906"," -1.364844871","-2.1099604423"," 3.400662487","-0.193112551"," 1.381711523"," -0.47833948"," 1.284072876","-0.376307926","-2.425325254","-0.776697735","-4.441794529","-1.71638568"," 2.40352357","-4.85449284","-1.49936148","-1.234038317"," 1.559761944","-2.428193184","-5.4117044814","-1.65748038"," 1.75565976","-2.76539131","-0.0967243530","-1.182750269"," 3.121799109"," 2.65404045","-2.076492623"," 3.779463625","-4.433784382"," 4.1754564640"," 1.132756636","-0.220216727"," 0.3051143201"," 2.218549018"," 0.593983923"," 1.90260835","-1.30988420","-0.685239413","-1.482928046"," 0.24453736","-1.44239597"
"I573"," 12.91425"," -6.534292047","  2.9565559","-1.23388961","-0.277630153"," 0.092088712","-1.032345370","-1.215658291"," 1.57700711"," 0.174904514"," 2.279112119"," 1.835122953","-0.351615476"," 0.881561935"," 1.08503487","-0.507195089"," 1.874217506"," 1.455046910","-1.399165883"," -2.229391540","-2.1224908337","-1.736871692","-0.249452326"," 1.583945936","  0.71485164","-1.470733890"," 2.165767802","-3.820084776","-2.157151671"," 1.131825264","-0.07369415"," 2.14428501"," 0.27537067"," 0.29945867","-1.819402864","-2.204425739"," 3.015529608"," 1.8591297224","-1.23179103","-3.00573613"," 4.30222487"," 5.5182557072"," 2.224358691"," 2.167908457"," 1.68920412","-1.168124472"," 1.898785119"," 3.883454387"," 2.8219662236","-2.880712875"," 1.119292817","-2.0053480112"," 1.653976096","-5.940209647"," 3.75064653"," 1.33241184","-6.683415483"," 0.232087352","-4.49094736","-6.09251723"
"I595"," 12.99172","  4.658381888"," -7.4104839"," 2.24956471","-1.197639296"," 2.245488886"," 1.099994958","-2.146627145","-0.08712288"," 2.160992602","-0.524652733","-1.229709145"," 1.651865038","-0.668099862","-0.57370398"," 1.602881887","-0.582897381","-0.163119242"," 0.438832832"," -0.638885637","-1.7301578774","-1.526754488","-0.149103083"," 0.305530367"," -1.06239229"," 0.579990092"," 0.525748080","-0.845535284","-0.182616729"," 1.010660969"," 1.17862622","-0.46163173","-1.49958990","-1.08628107"," 0.206579391","-0.204832309","-0.667839259"," 0.7301214022"," 0.66009300"," 0.87626405"," 0.29770924"," 0.6725038310","-1.586835301"," 1.569703356"," 1.03348292"," 1.940143624"," 0.591062166","-0.179704372","-0.4332371006","-0.343962420","-0.998829990"," 0.4233736843"," 0.342664005"," 0.905062931"," 1.10392150","-0.82663803"," 1.639942264","-0.250807087"," 2.92177582","-0.83420146"
"I478","-14.43588","  8.727341528","  2.1112531","-5.37632817"," 3.043006922"," 0.001795601","-3.340648515","-0.113200798"," 2.13420645","-3.230268754","-1.486284689"," 0.825216166","-0.136493342"," 3.383902238"," 2.91113176","-0.038609886","-1.505707033","-0.971546431"," 1.530425071","  0.975332758"," 2.9082718227","-0.456351083","-2.342519377"," 0.634549851","  1.23751695"," 3.033509653","-2.679872058","-2.205922180","-0.175917076"," 0.493723360","-2.31011124","-0.34266118"," 0.90777733"," 3.95074858","-1.119494900"," 1.504279513"," 4.191476108","-2.0738234828"," 0.62132349","-1.04135874","-3.29529569"," 1.5994090098"," 0.072694183","-3.174776177","-0.22974573","-2.622555103"," 2.418473332"," 1.983096872","-2.0767169666"," 0.742297301","-0.701431841"," 0.4253372006","-0.673911511"," 1.317714508","-0.05089566"," 0.45722248"," 2.016243095","-0.150105381"," 0.19076234","-1.19427665"
"I007","-14.39851","  4.051046402","  0.5867853","-1.39656556"," 1.226413919","-2.043818928","-1.834478360","-1.488352810"," 0.11694043","-0.487358752","-1.579789812","-0.677803900","-2.025765878","-0.290726668","-0.71328855","-2.619537724"," 1.727595043"," 2.257739119","-1.417253256","  0.970127483","-0.8764624329"," 0.010141810","-0.881511863","-0.587897358","  0.46438398","-0.290554154"," 0.615907700"," 0.791835267"," 3.575395647"," 0.333783630"," 1.98506396"," 3.43480347","-0.09583354"," 2.45121220","-3.779515075"," 4.613354950","-0.272274946"," 2.9247961013"," 5.52204211"," 1.93905069","-1.85553268","-0.2145643801","-1.413424779","-2.440330463"," 2.73381896","-0.070557236","-1.731245260","-0.327612233"," 3.4609408808"," 2.220728685"," 0.581317700"," 1.6166297356","-2.138895758"," 1.504550926"," 0.99320881"," 2.47476014"," 1.721398329","-3.163988802"," 0.13565647","-0.06603743"
"I025"," 12.56308"," -2.788480976","-13.1918345","-2.04472900","-0.343341922","-1.901165512"," 1.249956919"," 3.404434917","-0.75346567","-0.999951916","-0.595201519","-2.122578404"," 2.650162446"," 0.649006048","-0.63926915","-0.326705709","-0.552238115"," 0.491553045","-0.482681163","  2.616944906"," 0.7087258014"," 0.553067239","-0.793052779"," 1.064520489"," -0.18073322"," 0.361323232","-0.424593986"," 0.314909808","-1.176003102","-1.874031478"," 0.46964943"," 1.62796113"," 0.41572236","-0.31054283"," 1.426627769","-1.053403896"," 1.214989563"," 0.9329683465"," 0.79924745"," 0.67826484"," 0.70611190"," 0.2892543430"," 0.333535903"," 0.883206949","-0.08060279"," 0.389088103"," 1.780082045"," 0.665814349"," 2.5800432742","-1.792358493"," 1.368206873","-0.0365629695","-1.304557628","-2.837264792","-2.67818059","-0.32876705","-0.640828506"," 1.909987388"," 0.74148376","-1.03014938"
"I475"," 13.69032"," -1.627377293"," -2.4818461","-1.70439558"," 1.499146216","-3.545798981"," 1.484043162","-2.901293627"," 0.06723454"," 2.366552776"," 1.870262936"," 4.386047879","-0.247071287"," 1.954746200"," 0.17280101"," 3.955136667"," 1.249756276","-0.285928303"," 6.510247866","  0.222977564","-0.8870734636","-1.323795173"," 7.561062240"," 4.357430990"," -1.35813464","-0.832665749","-3.576932479"," 2.631185403"," 2.355920994","-2.438642251"," 2.67277935","-0.48302468","-0.92807878"," 0.35626753"," 0.888750597"," 0.971504234"," 1.309236755"," 1.1104534631","-1.09947975"," 0.19984891","-0.99171911","-0.5284364186","-1.186790875","-1.638714216","-0.66738626","-0.478174876","-0.082847471","-0.464912443","-0.9451093824","-0.647205407","-0.272223833","-0.9884923672"," 1.027645785","-1.094206030","-1.72556190"," 0.08966299","-1.528954194","-0.771058579"," 0.39718721","-0.60017446"
