"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"I376"," -9.982170","-1.0124441","-0.2023660226","-0.7878222","-0.010652078","-0.164927748","-0.672036481","-0.0657752264"," 0.1108802303","-1.2046100","-0.184552126"," 0.695661675"," 1.3512434"," 1.2983799"," 2.2617328"," 0.5132443"
"I454"," 10.743055"," 0.7371498","-0.1823586502"," 1.0381801"," 0.542960975"," 0.146466279"," 0.862060240","-0.1176883293"," 0.1475896114"," 0.7466818"," 0.303219563"," 0.199513079","-1.0809833","-1.5185108","-2.1498127","-0.3504859"
"I035","-10.080924","-0.9349022"," 0.2969373415","-0.8326447","-0.093545036","-0.241636293","-0.227206637"," 0.0836063926"," 0.1788002093","-1.0347760","-0.259536968","-0.087385987"," 1.0996795"," 0.9586364"," 1.7116964"," 0.3692744"
"I096"," -9.973177","-0.9662456"," 0.3304450518","-1.0000021","-0.131846738","-0.116135767","-0.290092872"," 0.0041733466"," 0.3039980342","-0.9735061","-0.160119691","-0.296105790"," 1.0650252"," 0.9956428"," 1.5559196"," 0.4473502"
"I115"," 11.429203"," 1.0959154","-0.5842564963"," 0.7355597"," 0.002639572"," 0.068865647"," 0.254449549","-0.1002948362","-0.5893518985"," 1.9127485","-0.005130530","-0.042006401","-1.7304439","-1.2231353","-2.1524381","-0.6838697"
"I382","-10.057328","-0.7046988","-0.1902896316","-0.5984723","-0.462013786"," 0.096988917","-1.071225332"," 0.0700413895"," 0.3284956934","-1.4987039"," 0.557627230"," 0.532680319"," 1.3759732"," 1.3304866"," 2.4057034"," 0.6797105"
"I443","-10.089788","-0.6275362","-0.1017667860","-0.5883191","-0.566572271"," 0.129848167","-1.025052051"," 0.1109539163"," 0.3328843040","-1.4863583"," 0.585634972"," 0.484040450"," 1.3824401"," 1.3606891"," 2.4238729"," 0.6822428"
"I481"," -9.949278","-0.8146868"," 0.1933752093","-0.8578480","-0.241988449"," 0.002152300","-0.453693920"," 0.0007603974"," 0.3419418031","-1.1854652"," 0.160648139","-0.205957226"," 1.1264394"," 1.1224620"," 1.8903428"," 0.5741598"
"I045"," 10.699877"," 0.7328207","-0.3632600064"," 0.8564181"," 0.430687896"," 0.073876095"," 0.325024153","-0.2836760373","-0.2466166835"," 0.8178434","-0.410033608"," 0.034918234","-0.9351188","-0.7889819","-1.5165167","-0.7844845"
"I267"," 10.521789"," 0.8166302","-0.0443979064"," 1.0232432"," 0.684853230"," 0.059757702"," 1.138427870","-0.1172956836"," 0.2675327088"," 0.6200396"," 0.514771748"," 0.095874787","-1.1823840","-1.5876298","-2.2797142","-0.2838736"
"I255","-10.221093","-0.9390508"," 0.2334367136","-0.6824042","-0.041916573","-0.336613506","-0.132832020"," 0.1758402564","-0.0747879987","-1.0037828","-0.566741567"," 0.404568014"," 1.2865733"," 1.0966827"," 2.0537307"," 0.3127404"
"I492"," -9.963704","-1.0357253","-0.0013413443","-0.9912267","-0.058919091","-0.428576570","-0.264371049","-0.1170712568"," 0.0573654701","-0.9335571","-0.584179498"," 0.237045012"," 1.3917002"," 1.1542664"," 2.0216540"," 0.4704496"
"I244","-10.430065","-0.5840650"," 0.6685432134","-0.7872347","-0.575330166"," 0.115976984","-0.501670862"," 0.4373095241"," 0.3122542603","-1.1567210"," 0.527885827","-0.315651727"," 1.1344842"," 0.9643975"," 1.5333859"," 0.6028369"
"I507"," 10.836062"," 0.6695901","-0.2545551384"," 1.0543006"," 0.505129722"," 0.158390748"," 0.686425492","-0.2255017965","-0.0012163067"," 0.7884250"," 0.052612006"," 0.138591892","-1.0195015","-1.2389243","-1.9359353","-0.6306617"
"I009","-10.444692","-0.5717075"," 1.0276080356","-0.7925919","-0.710287911"," 0.282412985","-0.274338128"," 0.5061392842"," 0.5348397747","-1.0874799"," 0.683955248","-0.960005278"," 0.8202567"," 0.8131650"," 1.0845154"," 0.6876793"
"I152","-10.040017","-0.7035005","-0.1986439199","-0.6077675","-0.452176478"," 0.081981843","-1.041606692"," 0.0542942458"," 0.3030492131","-1.4814451"," 0.522434951"," 0.551298976"," 1.3892525"," 1.3469153"," 2.4292868"," 0.6692499"
"I445"," 10.797025"," 0.9170182","-0.1489986704"," 0.6958501"," 0.405597412"," 0.007704026"," 0.815097864","-0.2068199849","-0.0914203604"," 1.0743464"," 0.390434162"," 0.144098975","-1.2785163","-1.6718267","-2.3418056","-0.1133600"
"I389","-10.003059","-1.0929150","-0.2364820751","-0.8593628","-0.003561086","-0.255209399","-0.652935463","-0.1094652667"," 0.1649225330","-1.1867186","-0.260329746"," 0.518976766"," 1.3272464"," 1.1863437"," 2.1803836"," 0.5767535"
"I514","-10.292184","-0.5954815"," 0.9328780311","-0.7924660","-0.886192865"," 0.321045064","-0.284700181"," 0.4920689916"," 0.6670554605","-0.9891964"," 0.807989585","-0.962234277"," 0.7884684"," 0.8180015"," 1.0255998"," 0.7924338"
"I458"," 10.871977"," 0.7175811","-0.2460679132"," 1.2545878"," 0.620874609"," 0.237033403"," 0.987400403","-0.0032197931"," 0.3158583592"," 0.8052764"," 0.432070469"," 0.184158707","-1.1852586","-1.5061407","-2.2594277","-0.5289148"
"I117","-10.129761","-0.9627652"," 0.4600396505","-0.9103191","-0.270058123","-0.085340739","-0.313891208"," 0.1311983671"," 0.3799598614","-0.9451404","-0.053853338","-0.388331739"," 1.0837219"," 0.9739453"," 1.5137986"," 0.6291292"
"I171"," 11.026281"," 0.9257126","-0.2873137955"," 0.6493535"," 0.089187038","-0.052349803"," 0.204499621","-0.2278359978","-0.6902407255"," 1.6649928","-0.436646803","-0.116861754","-1.4476696","-0.8946345","-1.8260028","-0.5891658"
"I071"," 10.378203"," 0.8176273","-0.3526596158"," 0.6431879"," 0.127966193"," 0.043730590"," 0.228069448","-0.2879297700","-0.6406687781"," 0.8653628","-0.908982217","-0.150422920","-1.0898887","-0.4018923","-1.0840591","-0.9373088"
"I257"," 10.394520"," 0.6593373","-0.0249182740"," 0.7429617"," 0.491298698","-0.075301992"," 0.503100798","-0.3194971830","-0.2821292393"," 0.8481984","-0.494960938","-0.017978701","-0.9150908","-0.8031532","-1.5884246","-0.5732295"
"I515"," 11.316798"," 1.0218277","-0.5389639607"," 0.5778016","-0.151989154","-0.043586023"," 0.096334198","-0.2185547686","-0.6960898591"," 2.0120544","-0.207044834","-0.156821943","-1.7744650","-1.0006642","-1.9174158","-0.7837202"
"I187","-10.043863","-0.9676875"," 0.0387963357","-0.8192286"," 0.146338339","-0.335771606","-0.273299791","-0.0571760805","-0.0032217907","-1.1169474","-0.530455550"," 0.201384937"," 1.2652510"," 1.0770231"," 2.0480047"," 0.2456549"
"I403"," 10.569573"," 0.7009527","-0.2835792199"," 0.8585757"," 0.417258286"," 0.084414150"," 0.377957335","-0.2779841576","-0.2489078517"," 0.7486934","-0.456433171","-0.008571361","-0.9195356","-0.7407040","-1.4500218","-0.7441488"
"I434"," 11.174908"," 0.9184978","-0.3570823697"," 0.6894130"," 0.195850606","-0.026808675"," 0.212623184","-0.2682554810","-0.4755675725"," 1.5451835","-0.154339380"," 0.006669064","-1.3459149","-1.0887670","-1.9809079","-0.4645760"
"I326","-10.139436","-0.6578674","-0.1296145538","-0.5619392","-0.517124921"," 0.082226396","-1.025992998"," 0.1117405079"," 0.3066911421","-1.4463926"," 0.629144050"," 0.416920204"," 1.4073816"," 1.2470773"," 2.3513459"," 0.7670439"
"I451"," 11.353541"," 1.0569399","-0.5340545307"," 1.0428521"," 0.331127555"," 0.195060743"," 0.621829722"," 0.1191232154"," 0.0493070459"," 1.5003197"," 0.565981970"," 0.160795812","-1.6319376","-1.6131179","-2.5040010","-0.4782109"
"I020"," 11.252172"," 0.9890335","-0.4941636060"," 0.9600842"," 0.259941289"," 0.198954499"," 0.581601631"," 0.0436619735","-0.0251025585"," 1.4818737"," 0.528828057"," 0.198500328","-1.5327896","-1.6460132","-2.4618430","-0.4318794"
"I159"," 10.940806"," 0.7897778","-0.2912164883"," 1.1981173"," 0.545714813"," 0.226939604"," 0.947892075"," 0.0437629169"," 0.2735679955"," 0.9459706"," 0.517521818"," 0.219851214","-1.2920506","-1.6100258","-2.3575662","-0.4785211"
"I349"," 10.460881"," 0.6222959","-0.0112289822"," 0.7088309"," 0.368857714","-0.086278641"," 0.364374667","-0.4231724558","-0.4961671727"," 0.9937533","-0.621004618","-0.117826253","-0.9674516","-0.6544980","-1.5064440","-0.6632823"
"I098"," 10.977733"," 0.9643297","-0.3948718751"," 0.9140637"," 0.393013332"," 0.122562264"," 0.660256610","-0.0289581585","-0.0109316733"," 1.1566804"," 0.376775504"," 0.145911827","-1.3770120","-1.5030793","-2.2792055","-0.3901986"
"I175"," 10.753257"," 0.7366494","-0.2959436973"," 0.8238484"," 0.450557345"," 0.010759305"," 0.227608467","-0.3109695396","-0.2993457979"," 0.9528196","-0.486316018"," 0.034378142","-0.9567279","-0.7300064","-1.5389071","-0.7176325"
"I282"," 10.812683"," 0.8165944","-0.4338944734"," 0.8874304"," 0.589796245"," 0.122368502"," 0.352886145","-0.2124790625"," 0.0210721337"," 0.6900861","-0.194749898"," 0.113586733","-0.9227583","-0.9145174","-1.6019443","-0.6673324"
"I118"," 11.284306"," 0.9812008","-0.5581629623"," 0.5704182","-0.085056657","-0.008589896"," 0.082062425","-0.2305625396","-0.7529978834"," 1.9157978","-0.224171217"," 0.007066228","-1.6339375","-1.1630370","-2.0248528","-0.5896232"
"I263","-10.225445","-1.0355614"," 0.1279130830","-0.5052551","-0.092927849","-0.331944391","-0.288503684"," 0.1414711803"," 0.0318008186","-1.0591924","-0.521949977"," 0.472201812"," 1.3867495"," 1.1220246"," 2.2201413"," 0.5226725"
"I383"," -9.986921","-1.0418764","-0.3260257849","-0.7345147","-0.044695877","-0.249906460","-0.698761763","-0.1087395579"," 0.0996300925","-1.2372054","-0.260984902"," 0.717018012"," 1.4429330"," 1.2973525"," 2.4098703"," 0.5741137"
"I148"," 10.500063"," 0.7778692","-0.0555855818"," 1.0381172"," 0.652170351"," 0.092533234"," 1.167893369","-0.1003765624"," 0.2902753153"," 0.6454779"," 0.552671658"," 0.146041084","-1.1656942","-1.6283352","-2.3171072","-0.2623721"
"I002"," 10.523677"," 0.7595725","-0.0899013409"," 1.0833627"," 0.657539009"," 0.125793310"," 1.159594886","-0.0591997803"," 0.3280184466"," 0.6453903"," 0.571739880"," 0.152092810","-1.1692097","-1.6346541","-2.3309326","-0.2984435"
"I087"," 10.823164"," 0.8112871","-0.4376566003"," 0.8206837"," 0.349504790"," 0.068301665"," 0.274052338","-0.2678921399","-0.3348801006"," 0.9483747","-0.428631655","-0.020491628","-1.0110322","-0.7589740","-1.5152928","-0.8620570"
"I479"," 11.014570"," 0.8173420","-0.4726949430"," 1.1042785"," 0.326196232"," 0.187756778"," 0.497619104","-0.0751460826","-0.1660046637"," 1.1226540","-0.044620117"," 0.018751763","-1.2957014","-1.0876941","-1.8820118","-0.8961975"
"I531"," 11.366586"," 1.0236298","-0.3935343749"," 0.7974249"," 0.029939304"," 0.049314304"," 0.063832430","-0.1391964636","-0.7485110379"," 1.9228762","-0.308994327","-0.134888513","-1.5656868","-0.9676958","-2.0333419","-0.5584739"
"I373"," 11.214318"," 0.9856550","-0.5573968927"," 0.6536301"," 0.006840641"," 0.020190295"," 0.119549486","-0.2133659620","-0.6212190115"," 1.7280067","-0.264452710","-0.044304133","-1.5402263","-0.9979111","-1.8499748","-0.7409593"
"I302","-10.312110","-0.7946604"," 0.3578322065","-0.7999092","-0.311365669"," 0.056804694","-0.680938431"," 0.2757264187"," 0.3488092389","-1.2280109"," 0.347632465","-0.099752355"," 1.1194035"," 0.9762032"," 1.6223737"," 0.6092095"
"I205"," 11.490255"," 1.1284164","-0.5914225570"," 0.7806779"," 0.029375198"," 0.079450688"," 0.284965846","-0.0421322860","-0.5074897940"," 1.9596499"," 0.106229461","-0.008174074","-1.7722957","-1.3057230","-2.2753172","-0.6056356"
"I274","-10.430813","-0.7759536"," 0.9147690032","-0.7368787","-0.411980456","-0.028512383","-0.087661896"," 0.4618661382"," 0.3162893530","-0.9437558"," 0.143345880","-0.609184309"," 0.9554826"," 0.7706042"," 1.2050323"," 0.4859163"
"I342"," 11.128459"," 1.0216540","-0.3117376256"," 0.7031141"," 0.268008844","-0.014723660"," 0.450877756","-0.2013629481","-0.3106027784"," 1.4581093"," 0.131583508"," 0.082694426","-1.4218013","-1.3731780","-2.2111671","-0.2762209"
"I269","-10.135911","-1.0510507"," 0.4662101160","-0.7009134","-0.087511025","-0.279943911"," 0.034853266"," 0.1692227239"," 0.1223602756","-0.8714800","-0.542088916","-0.045107779"," 1.0641208"," 0.9360081"," 1.5799365"," 0.3122092"
"I039","-10.182153","-0.5839482"," 0.3647087068","-0.7520556","-0.603159787"," 0.147535060","-0.720522622"," 0.2370158035"," 0.3813162762","-1.2761966"," 0.593962754","-0.168722655"," 1.2488374"," 1.1462734"," 1.8880709"," 0.6978437"
"I380"," 11.390171"," 0.9808329","-0.6060153532"," 0.7377916","-0.118453963"," 0.087314504"," 0.025751587","-0.1101026058","-0.6450718246"," 1.9910933","-0.174177785","-0.139145764","-1.8169541","-0.9981890","-1.9012375","-0.7593743"
"I224","-10.446795","-0.4824467"," 0.8691418607","-0.7717899","-0.735819512"," 0.234325518","-0.469137891"," 0.4960325448"," 0.3560116370","-1.1323120"," 0.739598085","-0.496318304"," 1.1042487"," 0.9651121"," 1.4525635"," 0.6417390"
"I287"," 11.302306"," 1.0281078","-0.4895132414"," 1.0840562"," 0.411600811"," 0.184003428"," 0.683100341"," 0.1065366342"," 0.1080186379"," 1.3547615"," 0.525904259"," 0.124592093","-1.5846044","-1.5544046","-2.4502600","-0.5014216"
"I412"," 10.565994"," 0.8850613","-0.1281367997"," 0.7711051"," 0.615979897","-0.015038060"," 0.952544270","-0.1456896386"," 0.1101287741"," 0.7825793"," 0.411723721"," 0.042817082","-1.1892594","-1.4756193","-2.2624389","-0.2187151"
"I407","-10.220200","-0.8697249"," 0.4926840035","-0.7098540","-0.128753631","-0.255060914","-0.025483311"," 0.2444647247"," 0.0240568413","-0.9200116","-0.433353698","-0.004855827"," 1.1811302"," 0.9877047"," 1.7332531"," 0.2801836"
"I107"," 11.074546"," 0.9710556","-0.2742195525"," 0.7282157"," 0.283603558","-0.002029656"," 0.502132092","-0.2037838527","-0.3024092699"," 1.4220928"," 0.110119794"," 0.095411972","-1.4015838","-1.3707546","-2.2000613","-0.3197725"
"I091"," -9.963050","-0.7514464"," 0.1145094868","-0.8057322","-0.406340809"," 0.037581036","-0.665128820"," 0.0199208133"," 0.3189145546","-1.2420090"," 0.292962043"," 0.042132998"," 1.3098056"," 1.2536029"," 2.0491901"," 0.6269637"
"I130"," 11.457767"," 1.1546605","-0.5499369751"," 0.8633814"," 0.163724664"," 0.117674908"," 0.447461117"," 0.0297859992","-0.2309749448"," 1.8093248"," 0.396383260"," 0.089250900","-1.7642267","-1.5317555","-2.4496225","-0.4842545"
"I188"," 10.968755"," 0.7842058","-0.4766333056"," 0.9476973"," 0.398690816"," 0.133573708"," 0.280849058","-0.2381446067","-0.1876124658"," 0.9787118","-0.177921743"," 0.073203637","-1.0588879","-0.9563333","-1.7259416","-0.7637168"
"I023","-10.109069","-0.9219979","-0.1082102954","-0.6422098","-0.132818407","-0.204834560","-0.599074723"," 0.0362322225"," 0.0630994251","-1.2256731","-0.217947415"," 0.620348323"," 1.4172096"," 1.2498552"," 2.3396859"," 0.5006989"
"I291"," 10.343987"," 0.8213963","-0.3607798621"," 0.6363901"," 0.162110463"," 0.062827228"," 0.242929411","-0.3086537621","-0.5922334014"," 0.8304240","-0.913561863","-0.148209510","-1.0208113","-0.4055356","-1.0608404","-0.9518849"
"I016","-10.134936","-0.8039859"," 0.5663386778","-0.8827133","-0.425512601"," 0.013114476","-0.330285371"," 0.2080058854"," 0.4102515001","-1.0067614"," 0.226163166","-0.520391121"," 1.0243400"," 0.9566961"," 1.4878524"," 0.6382287"
"I338"," 11.118529"," 0.9443745","-0.3964089617"," 0.7058520","-0.042615529"," 0.031536073"," 0.056095259","-0.1940620489","-0.8012229875"," 1.7209551","-0.542797865","-0.190691593","-1.5518933","-0.7866165","-1.7297905","-0.7110358"
"I146"," 11.244386"," 0.9829931","-0.3943515567"," 0.6806290","-0.001981102","-0.007652808"," 0.176890078","-0.1671348799","-0.6944220347"," 1.8724395","-0.229556853","-0.087701584","-1.5678174","-1.0844218","-2.0563028","-0.5402197"
"I268"," 10.622572"," 0.8052369","-0.1511484325"," 0.8830375"," 0.591282584"," 0.048064794"," 0.875337465","-0.1615446849"," 0.1033454890"," 0.7406941"," 0.275070239"," 0.097783150","-1.1122315","-1.4010986","-2.1324728","-0.3281590"
"I371","-10.040488","-0.9507301"," 0.0448988442","-0.9219459"," 0.122462775","-0.425068444","-0.198237394","-0.0711826068","-0.0971887459","-0.9909930","-0.702284479"," 0.308445169"," 1.3591082"," 1.1347178"," 2.0620950"," 0.1953478"
"I304"," -9.895656","-0.7521178","-0.1163090677","-0.8746203","-0.191042198","-0.100015342","-0.677448207","-0.1108288485"," 0.1569964438","-1.2635216"," 0.058147864"," 0.283012164"," 1.4016208"," 1.2913157"," 2.2538962"," 0.4776002"
"I473"," 10.870266"," 0.9587525","-0.4884570965"," 0.5634579"," 0.100521340","-0.006727413"," 0.245996551","-0.3204035373","-0.6065696611"," 1.3897141","-0.410679822"," 0.002021621","-1.2718456","-0.9062431","-1.6029861","-0.7888236"
"I094","-10.085285","-0.8955083"," 0.2114346565","-0.8359849","-0.245493308","-0.087326238","-0.503048263"," 0.1020861191"," 0.3375758871","-1.1984254"," 0.143509973","-0.092974449"," 1.0445676"," 0.9586872"," 1.7259346"," 0.5431724"
"I296","-10.192362","-0.7264226"," 0.4571093654","-0.9017067","-0.330771899"," 0.060315622","-0.441355620"," 0.2197801563"," 0.2901432023","-1.1460863"," 0.262708740","-0.256606566"," 1.0785301"," 0.9832790"," 1.5672198"," 0.4835943"
"I227"," -9.992760","-0.7067507"," 0.1724394845","-1.0121774","-0.165687896","-0.317175013","-0.327212979","-0.0437590241"," 0.0288688916","-0.9908695","-0.302640259"," 0.078347520"," 1.4675438"," 1.1774713"," 2.0764101"," 0.3806395"
"I095"," -9.866870","-0.7199692"," 0.0008245075","-0.9549242","-0.068673260","-0.207528799","-0.443956006","-0.1293077318"," 0.0410319885","-1.1482935","-0.178111604"," 0.190835736"," 1.3990861"," 1.2493135"," 2.1730014"," 0.3123684"
"I585","-10.482897","-0.4644083"," 0.8812462012","-0.7604934","-0.811775064"," 0.281953024","-0.534081109"," 0.5435596671"," 0.4688421626","-1.1536564"," 0.835671389","-0.642137572"," 1.0619207"," 0.9393420"," 1.3595450"," 0.7333965"
"I522"," 10.636893"," 0.5538356","-0.2409969394"," 0.8213772"," 0.546559661","-0.026889767"," 0.419642796","-0.4136022837","-0.2236105942"," 0.8240458","-0.454696873"," 0.024127962","-0.7796725","-0.7865369","-1.5544142","-0.6887047"
"I066"," 11.135256"," 0.9934848","-0.4019443259"," 0.9207764"," 0.384723029"," 0.121484656"," 0.620768153","-0.0038344850"," 0.0066285405"," 1.3540664"," 0.502373413"," 0.140211571","-1.4620723","-1.5613410","-2.4423451","-0.3091003"
"I315","-10.502909","-0.5085426"," 0.9877651191","-0.7701811","-0.824599163"," 0.301471308","-0.415939746"," 0.5905980657"," 0.5309347722","-1.0958314"," 0.830776140","-0.807682094"," 0.9317452"," 0.8448002"," 1.1416658"," 0.7362273"
"I183"," 11.090313"," 0.8427055","-0.2283890605"," 1.0850330"," 0.542387417"," 0.123013632"," 0.800636390","-0.1348310903"," 0.1114922958"," 1.0540006"," 0.278670502"," 0.173262256","-1.1950756","-1.4353991","-2.2313474","-0.3804098"
"I022"," 10.449227"," 0.7250514","-0.1803987809"," 0.7565666"," 0.381829066"," 0.025888359"," 0.456704304","-0.2843410725","-0.3236011806"," 0.8081400","-0.475471960","-0.031821391","-0.9482751","-0.7683248","-1.4892796","-0.6881081"
"I430","-10.054362","-0.7000327","-0.1724725660","-0.5767451","-0.460399953"," 0.093103747","-1.002590340"," 0.0697521119"," 0.2951756802","-1.4720102"," 0.486900597"," 0.543224994"," 1.3985007"," 1.3869776"," 2.4486476"," 0.6710377"
"I512"," 10.391024"," 0.6905802","-0.1967091323"," 0.8215042"," 0.397897678"," 0.096022739"," 0.557837042","-0.3020142396","-0.2349738488"," 0.5915948","-0.380240160"," 0.006591462","-0.8956527","-0.8823977","-1.4746718","-0.7044421"
"I513"," 10.346596"," 0.7569614","-0.3177624687"," 0.7071972"," 0.161763402"," 0.104907673"," 0.229227636","-0.3410026319","-0.5737818645"," 0.8024728","-0.859196490","-0.163523306","-1.0193875","-0.4397155","-1.0809869","-0.9057525"
"I127","-10.087221","-0.8876202","-0.0910415131","-0.6404650","-0.139838360","-0.169564561","-0.600170288"," 0.0294547305"," 0.0683895270","-1.2361005","-0.192492378"," 0.578307589"," 1.4239655"," 1.2741640"," 2.3398441"," 0.4786365"
"I132"," 10.420416"," 0.6879323","-0.2528012139"," 0.8077422"," 0.287346647"," 0.086823462"," 0.303414249","-0.3254047706","-0.4219300223"," 0.8041685","-0.661203246","-0.095023850","-0.9571617","-0.5917473","-1.2890072","-0.8136814"
"I448","-10.109518","-1.0234877"," 0.4229555609","-0.9421276"," 0.126263585","-0.323661250","-0.011561458"," 0.1212728660"," 0.0129706929","-0.8253622","-0.631376814"," 0.021207699"," 1.0979778"," 0.9451601"," 1.5864796"," 0.1968585"
"I525"," 10.586647"," 0.6274198","-0.0136499446"," 0.7388595"," 0.474058364","-0.118726142"," 0.371577712","-0.3977806831","-0.3805436065"," 1.0552369","-0.529047357","-0.025302216","-0.9773032","-0.7784280","-1.6511983","-0.5663854"
"I298"," 10.532325"," 0.7787485","-0.3110459393"," 0.7027776"," 0.225771512"," 0.029609211"," 0.210063172","-0.3304515213","-0.5522137384"," 0.9908303","-0.728948838","-0.112193385","-1.0198147","-0.5387935","-1.2904733","-0.8699449"
"I243"," 11.449922"," 1.0892613","-0.5015490827"," 0.7603416"," 0.084305929"," 0.075303861"," 0.338316851","-0.0930497393","-0.4048027884"," 1.8433212"," 0.221468663","-0.020994597","-1.7235897","-1.3968014","-2.3451046","-0.5123159"
"I502"," 11.044541"," 0.9700606","-0.3056048119"," 0.6889822"," 0.180873226","-0.037077462"," 0.365082816","-0.1796557518","-0.5234734133"," 1.5862281","-0.218926720","-0.032411215","-1.4489138","-1.0892767","-1.9850319","-0.5092506"
"I537","-10.057983","-0.6669212","-0.1760207066","-0.5938940","-0.495053966"," 0.092185592","-1.040763177"," 0.0725571337"," 0.3016313178","-1.4798354"," 0.566033402"," 0.538998969"," 1.3979750"," 1.3416251"," 2.4415990"," 0.6859768"
"I523"," 10.687409"," 0.6643751","-0.2318777047"," 0.9528323"," 0.546395628"," 0.075221088"," 0.591167537","-0.2600993204","-0.0508444905"," 0.7435274","-0.069241960"," 0.137478975","-0.9607648","-1.0963544","-1.8071548","-0.6179512"
"I167"," 10.487057"," 0.8229964","-0.0140314139"," 0.7694485"," 0.553718026","-0.020914026"," 1.049223009","-0.1947476611"," 0.0590581618"," 0.7600959"," 0.381163150"," 0.064006670","-1.2214351","-1.5733312","-2.2485422","-0.1838754"
"I058"," 11.370518"," 1.0780843","-0.5298544872"," 0.9560827"," 0.334498931"," 0.147081418"," 0.384365225","-0.0670262741","-0.0539074596"," 1.4255661"," 0.328019146"," 0.155767514","-1.4439220","-1.3885355","-2.2725810","-0.4047032"
"I363","-10.041271","-1.0247084"," 0.3980569648","-0.9823424","-0.058304968","-0.258659473","-0.040742028"," 0.0323717988"," 0.1630060208","-0.8644012","-0.467411181","-0.152072027"," 1.0495791"," 0.9595651"," 1.4998489"," 0.3134918"
"I469","-10.272124","-0.7815227"," 0.6010333375","-0.9272091","-0.306750088"," 0.024921523","-0.317246675"," 0.2754888763"," 0.2792148287","-1.0375316"," 0.136302026","-0.366725909"," 1.0456767"," 0.9193331"," 1.4055049"," 0.4734930"
"I608"," 10.735009"," 0.6361772","-0.2963407254"," 1.0837550"," 0.583937378"," 0.149655753"," 0.544095661","-0.2003195662"," 0.0485181288"," 0.7394392","-0.040270008"," 0.133718205","-0.9104396","-1.0564825","-1.8360631","-0.6807960"
"I420"," 11.209999"," 0.9881157","-0.3546772144"," 0.8079006"," 0.263918623"," 0.082691423"," 0.608165942","-0.0819887709","-0.1954182787"," 1.4679598"," 0.380853691"," 0.100021513","-1.5361227","-1.5845053","-2.4053977","-0.3560522"
